                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    101,                 0.4118,                 5.4788,                 0.4014,                0.31904,                 1.0024,                0.99861,                      1,                  0.995,                0.92926,                0.22469,                  0.225,                0.08812,                0.03352,                0.36235,                  6.108,                0.17042,                0.26232,                0.95775,             0.00085009,             0.00085009,             0.00085009
                    102,                0.43116,                 5.2362,                0.41651,                0.33245,                 1.0263,                0.99864,                      1,                  0.995,                0.92484,                0.17478,                  0.175,                0.05567,                0.02534,                0.42229,                 6.2525,                 0.1734,                0.28435,                 1.0048,             0.00084184,             0.00084184,             0.00084184
                    103,                0.42794,                 5.3639,                0.39287,                 0.3439,                 1.0199,                0.99862,                      1,                  0.995,                0.92422,                0.24971,                   0.25,                 0.1021,                0.03289,                0.41397,                 6.1821,                0.17164,                0.29029,                 1.0107,             0.00083358,             0.00083358,             0.00083358
                    104,                0.43077,                 5.5288,                0.40959,                 0.3526,                 1.0154,                0.99863,                      1,                  0.995,                0.91143,                 0.2748,                  0.275,                0.14325,                0.03876,                0.41755,                 6.1616,                0.19513,                0.31221,                 1.0234,             0.00082533,             0.00082533,             0.00082533
                    105,                0.43783,                  5.223,                0.36974,                0.33606,                 1.0424,                0.99865,                      1,                  0.995,                 0.9206,                0.27467,                  0.275,                0.16744,                0.03873,                0.43956,                 6.1299,                 0.1926,                0.31639,                 1.0601,             0.00081708,             0.00081708,             0.00081708
                    106,                0.46114,                 5.6149,                0.37425,                0.34691,                 1.0415,                0.99865,                      1,                  0.995,                0.92205,                0.24966,                   0.25,                0.14372,                0.04444,                0.48866,                  6.254,                0.18185,                0.35862,                 1.1269,             0.00080883,             0.00080883,             0.00080883
                    107,                0.42315,                 5.2914,                0.37264,                0.32526,                 1.0175,                0.99852,                      1,                  0.995,                0.92079,                0.27459,                  0.275,                0.26698,                0.06245,                0.42201,                 6.1102,                0.18486,                0.32004,                 1.0233,             0.00080058,             0.00080058,             0.00080058
                    108,                0.41709,                 5.5317,                0.39066,                0.33204,                 1.0207,                0.99863,                      1,                  0.995,                0.91953,                0.27491,                  0.275,                0.26016,                0.05607,                  0.415,                 6.1367,                 0.2019,                0.30278,                0.99116,             0.00079233,             0.00079233,             0.00079233
                    109,                0.42121,                 5.6118,                 0.3959,                0.32931,                 1.0298,                0.99855,                      1,                  0.995,                0.90983,                0.22487,                  0.225,                0.13618,                 0.0312,                0.40655,                 6.1997,                0.19426,                0.30088,                0.98225,             0.00078407,             0.00078407,             0.00078407
                    110,                0.44936,                 5.5278,                0.41995,                0.34721,                 1.0332,                0.99862,                      1,                  0.995,                0.92325,                0.29963,                    0.3,                0.19153,                0.04398,                0.40704,                 6.1019,                0.19233,                0.27131,                0.97869,             0.00077582,             0.00077582,             0.00077582
                    111,                0.45799,                 5.7751,                0.37261,                0.34543,                 1.0485,                0.99863,                      1,                  0.995,                0.93482,                0.24974,                   0.25,                0.18276,                0.05077,                0.39594,                 5.9778,                0.19696,                0.28492,                0.96987,             0.00076757,             0.00076757,             0.00076757
                    112,                0.39494,                 5.4199,                0.39843,                0.30859,                  0.995,                0.99865,                      1,                  0.995,                0.91397,                0.27481,                  0.275,                0.21541,                0.04639,                0.42189,                 6.0444,                0.17569,                 0.2983,                0.99405,             0.00075932,             0.00075932,             0.00075932
                    113,                0.41189,                 5.3483,                 0.3701,                0.31617,                 1.0011,                0.99866,                      1,                  0.995,                0.90878,                0.27492,                  0.275,                0.22476,                0.05578,                0.43826,                 6.0642,                0.16681,                0.31393,                 1.0096,             0.00075107,             0.00075107,             0.00075107
                    114,                0.41859,                 5.3876,                0.39141,                0.31661,                0.99067,                0.99824,                      1,                  0.995,                0.91905,                0.27487,                  0.275,                0.18884,                0.04468,                0.42626,                 6.0292,                0.15966,                0.32025,                 1.0105,             0.00074282,             0.00074282,             0.00074282
                    115,                0.43037,                 5.3042,                0.39143,                0.32683,                 1.0294,                0.99779,                      1,                  0.995,                0.94055,                0.19956,                    0.2,                0.08004,                0.02718,                0.38899,                 6.0095,                0.16038,                 0.2863,                0.97509,             0.00073456,             0.00073456,             0.00073456
                    116,                0.44161,                 5.5661,                0.37818,                0.34154,                 1.0393,                0.99856,                      1,                  0.995,                0.94074,                0.24965,                   0.25,                0.12134,                 0.0355,                0.35028,                 5.9516,                0.16666,                 0.2611,                0.94422,             0.00072631,             0.00072631,             0.00072631
                    117,                 0.4163,                 5.2504,                0.39348,                0.30597,                 1.0093,                 0.9986,                      1,                  0.995,                0.93683,                0.27478,                  0.275,                0.13118,                0.03781,                0.35573,                 5.9989,                0.16287,                0.27374,                0.95398,             0.00071806,             0.00071806,             0.00071806
                    118,                0.44644,                 5.5704,                0.39319,                0.33562,                 1.0399,                0.99861,                      1,                  0.995,                 0.9371,                0.27486,                  0.275,                0.14513,                0.04854,                0.38792,                 5.9122,                0.16429,                0.28914,                0.98313,             0.00070981,             0.00070981,             0.00070981
                    119,                 0.4152,                 5.4799,                0.39501,                0.31974,                 1.0203,                0.99864,                      1,                  0.995,                0.91926,                0.32497,                  0.325,                0.19479,                0.05862,                0.37327,                 5.8842,                0.16098,                0.29417,                0.96782,             0.00070156,             0.00070156,             0.00070156
                    120,                0.43209,                 5.3765,                0.37727,                0.33096,                 1.0264,                0.99858,                      1,                  0.995,                0.92259,                0.34986,                   0.35,                0.22917,                0.07154,                0.34674,                 5.9163,                0.15161,                 0.2699,                0.94152,             0.00069331,             0.00069331,             0.00069331
                    121,                0.44367,                 5.3745,                0.37367,                0.33335,                 1.0394,                0.99863,                      1,                  0.995,                0.93721,                0.32467,                  0.325,                0.20674,                0.07047,                0.36783,                 5.8637,                0.15734,                0.24144,                 0.9505,             0.00068505,             0.00068505,             0.00068505
                    122,                0.43754,                 5.0316,                 0.3714,                0.31788,                 1.0122,                0.99864,                      1,                  0.995,                0.95096,                0.27463,                  0.275,                0.14208,                0.05691,                 0.3374,                 5.8383,                0.15219,                0.24286,                0.93718,              0.0006768,              0.0006768,              0.0006768
                    123,                0.40746,                 4.9607,                0.39257,                0.31203,                 1.0048,                0.99865,                      1,                  0.995,                0.93742,                 0.2996,                    0.3,                0.15404,                0.05102,                0.33977,                 5.8014,                0.16817,                0.23352,                0.93594,             0.00066855,             0.00066855,             0.00066855
                    124,                0.43023,                 5.3352,                0.38508,                0.31587,                  1.031,                0.99864,                      1,                  0.995,                0.94402,                0.34952,                   0.35,                0.22928,                0.05837,                0.36997,                 5.8043,                 0.1686,                0.25505,                0.96442,              0.0006603,              0.0006603,              0.0006603
                    125,                0.41751,                 4.7847,                0.36762,                0.31215,                 1.0127,                 0.9986,                      1,                  0.995,                0.95416,                0.32455,                  0.325,                0.18534,                0.04648,                0.36839,                 5.8657,                 0.1594,                0.26424,                0.97408,             0.00065205,             0.00065205,             0.00065205
                    126,                0.42164,                 5.1216,                0.37189,                0.31921,                  1.007,                0.99859,                      1,                  0.995,                0.94426,                0.29967,                    0.3,                0.17048,                0.05223,                0.40683,                 5.8452,                0.16021,                0.28257,                  1.006,              0.0006438,              0.0006438,              0.0006438
                    127,                0.40888,                 5.2623,                0.40172,                0.31988,                0.99126,                0.99853,                      1,                  0.995,                 0.9425,                0.34959,                   0.35,                0.23276,                0.06774,                0.40414,                 5.8265,                0.17061,                0.27838,                 1.0001,             0.00063554,             0.00063554,             0.00063554
                    128,                0.42424,                 4.9887,                0.36637,                0.30788,                 1.0174,                0.99853,                      1,                  0.995,                0.95225,                0.32451,                  0.325,                0.18234,                 0.0554,                0.36539,                  5.762,                0.18433,                0.26305,                0.95568,             0.00062729,             0.00062729,             0.00062729
                    129,                0.40548,                 5.4673,                0.37334,                0.30625,                 1.0024,                0.99857,                      1,                  0.995,                0.95223,                0.34957,                   0.35,                0.18015,                0.04906,                0.35203,                 5.8071,                0.18748,                0.25084,                 0.9388,             0.00061904,             0.00061904,             0.00061904
                    130,                0.41591,                 5.0203,                0.37729,                  0.305,                 1.0053,                0.99865,                      1,                  0.995,                0.94276,                0.32471,                  0.325,                 0.1594,                 0.0432,                0.36625,                 5.8212,                0.17995,                 0.2658,                 0.9479,             0.00061079,             0.00061079,             0.00061079
                    131,                0.37341,                 4.7038,                0.39137,                0.30429,                 1.0011,                0.99868,                      1,                  0.995,                0.93065,                0.30488,                    0.3,                0.15091,                0.04294,                0.37555,                 5.7349,                0.19436,                 0.2829,                0.95706,             0.00060254,             0.00060254,             0.00060254
                    132,                0.38861,                 5.0087,                 0.3763,                0.29755,                0.99192,                0.99862,                      1,                  0.995,                  0.929,                0.34989,                   0.35,                0.20967,                0.05238,                0.39391,                 5.6647,                 0.1983,                0.28578,                0.97757,             0.00059429,             0.00059429,             0.00059429
                    133,                0.40287,                 4.6536,                0.38257,                0.32197,                 1.0179,                0.99861,                      1,                  0.995,                0.93615,                0.32473,                  0.325,                0.17197,                0.04853,                0.40302,                 5.7617,                0.20096,                0.28535,                0.98791,             0.00058603,             0.00058603,             0.00058603
                    134,                0.38397,                   4.87,                0.38912,                0.29167,                 1.0003,                0.99859,                      1,                  0.995,                0.94212,                0.37479,                  0.375,                0.23774,                0.06427,                0.40191,                 5.7731,                0.18847,                0.28827,                0.97504,             0.00057778,             0.00057778,             0.00057778
                    135,                0.39651,                 4.8059,                0.38572,                0.30349,                 1.0066,                0.99858,                      1,                  0.995,                0.93751,                0.37463,                  0.375,                0.22845,                0.06938,                0.37849,                 5.6967,                0.17293,                0.27027,                0.95701,             0.00056953,             0.00056953,             0.00056953
                    136,                0.43676,                 5.1411,                0.37926,                0.31461,                 1.0279,                0.99856,                      1,                  0.995,                0.94542,                0.34951,                   0.35,                0.19336,                0.06447,                0.36428,                 5.7299,                0.17138,                0.27976,                0.94583,             0.00056128,             0.00056128,             0.00056128
                    137,                0.39833,                 4.9897,                0.39564,                0.28895,                 1.0144,                0.99856,                      1,                  0.995,                0.94091,                0.37452,                  0.375,                0.24092,                0.06816,                0.35444,                 5.6589,                0.17508,                0.25901,                 0.9373,             0.00055303,             0.00055303,             0.00055303
                    138,                0.38328,                 4.8098,                0.36975,                0.30441,                 1.0125,                0.99862,                      1,                  0.995,                 0.9469,                0.34953,                   0.35,                0.24319,                0.06241,                0.36173,                 5.7218,                0.18833,                0.23984,                0.94161,             0.00054478,             0.00054478,             0.00054478
                    139,                0.40727,                 5.1044,                0.38187,                0.30125,                 1.0057,                0.99862,                      1,                  0.995,                0.95026,                0.32455,                  0.325,                0.21193,                0.06229,                0.35311,                 5.6872,                0.17226,                0.23313,                0.93354,             0.00053652,             0.00053652,             0.00053652
                    140,                0.39364,                 4.9269,                0.36611,                 0.2919,                 1.0099,                0.99855,                      1,                  0.995,                0.95689,                0.37454,                  0.375,                0.26187,                0.06659,                0.34919,                 5.6194,                0.16759,                0.23638,                0.93598,             0.00052827,             0.00052827,             0.00052827
                    141,                0.39392,                 4.9212,                0.40056,                 0.3081,                 1.0227,                0.99852,                      1,                  0.995,                0.95412,                0.34949,                   0.35,                0.22027,                0.06386,                0.35459,                 5.6455,                0.16955,                0.24317,                0.94414,             0.00052002,             0.00052002,             0.00052002
                    142,                0.38341,                 4.9559,                0.37296,                0.29381,                 1.0123,                0.99862,                      1,                  0.995,                0.94246,                0.39945,                    0.4,                0.30549,                0.07737,                0.39718,                 5.6079,                0.18166,                 0.2739,                0.98013,             0.00051177,             0.00051177,             0.00051177
                    143,                 0.3842,                 4.6652,                0.38842,                0.28285,                0.98724,                0.99859,                      1,                  0.995,                0.92675,                0.39942,                    0.4,                 0.3181,                0.07847,                0.40302,                 5.6883,                0.18348,                0.27223,                 0.9865,             0.00050352,             0.00050352,             0.00050352
                    144,                0.38115,                 4.7187,                0.36946,                0.29154,                 1.0034,                0.99851,                      1,                  0.995,                0.94504,                 0.3994,                    0.4,                0.26861,                0.07303,                0.40298,                  5.621,                0.19153,                0.27497,                0.98811,             0.00049527,             0.00049527,             0.00049527
                    145,                0.38163,                 4.5239,                0.37598,                0.30189,                 1.0012,                0.99851,                      1,                  0.995,                0.95161,                0.37443,                  0.375,                0.21865,                0.05865,                0.37919,                 5.5996,                0.21313,                0.25796,                0.96313,             0.00048701,             0.00048701,             0.00048701
                    146,                0.38808,                 4.6399,                0.36875,                0.28319,                0.98972,                0.99855,                      1,                  0.995,                0.93588,                0.37446,                  0.375,                0.21891,                0.05439,                0.35562,                 5.5602,                0.22413,                0.25319,                0.94467,             0.00047876,             0.00047876,             0.00047876
                    147,                0.39413,                 5.0919,                0.38756,                0.29763,                 1.0011,                0.99859,                      1,                  0.995,                0.94498,                0.37447,                  0.375,                0.19342,                0.05215,                0.36486,                 5.5708,                0.21971,                0.26186,                0.94691,             0.00047051,             0.00047051,             0.00047051
                    148,                0.36938,                 4.8793,                0.39815,                0.28399,                 0.9959,                0.99857,                      1,                  0.995,                0.94467,                0.37458,                  0.375,                0.22097,                 0.0667,                0.37942,                 5.5055,                0.22287,                 0.2627,                0.95542,             0.00046226,             0.00046226,             0.00046226
                    149,                0.40606,                 4.6686,                0.37673,                0.28595,                 1.0088,                0.99857,                      1,                  0.995,                0.94451,                0.39965,                    0.4,                0.26049,                0.07104,                0.38849,                 5.5116,                0.22647,                0.26251,                0.96673,             0.00045401,             0.00045401,             0.00045401
                    150,                0.40523,                 4.6146,                0.36354,                0.29575,                 1.0073,                0.99863,                      1,                  0.995,                 0.9316,                0.34984,                   0.35,                0.26108,                 0.0919,                0.37909,                 5.5416,                 0.2123,                 0.2577,                0.96288,             0.00044576,             0.00044576,             0.00044576
                    151,                0.36184,                  4.631,                0.36955,                0.29398,                0.98613,                0.99864,                      1,                  0.995,                0.94968,                0.42486,                  0.425,                0.38765,                0.11327,                0.37392,                 5.5107,                0.20795,                0.25852,                0.95622,              0.0004375,              0.0004375,              0.0004375
                    152,                0.38417,                 4.9192,                0.38596,                0.28065,                 1.0031,                0.99866,                      1,                  0.995,                0.95227,                0.37473,                  0.375,                0.30236,                0.09399,                0.34771,                 5.5742,                0.19303,                0.22939,                0.93709,             0.00042925,             0.00042925,             0.00042925
                    153,                0.38357,                 4.7069,                0.36491,                0.28705,                0.99192,                0.99866,                      1,                  0.995,                0.95624,                0.37472,                  0.375,                 0.3049,                0.08793,                0.33933,                 5.5945,                0.19163,                0.22924,                0.93068,               0.000421,               0.000421,               0.000421
                    154,                0.35734,                 4.5306,                0.38009,                0.28539,                0.97098,                0.99868,                      1,                  0.995,                0.95473,                0.37455,                  0.375,                0.29284,                 0.0893,                0.34094,                 5.5126,                0.19293,                 0.2313,                0.92695,             0.00041275,             0.00041275,             0.00041275
                    155,                0.39171,                 4.5055,                0.38142,                0.28802,                 1.0098,                0.99868,                      1,                  0.995,                0.94702,                0.39954,                    0.4,                0.26695,                0.08028,                0.34639,                   5.41,                0.20723,                0.23934,                0.92948,              0.0004045,              0.0004045,              0.0004045
                    156,                0.38403,                 4.8243,                0.36696,                0.29178,                 1.0185,                0.99865,                      1,                  0.995,                0.94522,                0.39969,                    0.4,                0.25463,                0.07519,                0.34766,                 5.3547,                0.22206,                0.25237,                0.94047,             0.00039625,             0.00039625,             0.00039625
                    157,                0.38457,                 4.6992,                0.38439,                0.28337,                0.99041,                 0.9986,                      1,                  0.995,                0.94563,                0.37465,                  0.375,                 0.2097,                0.06115,                0.35386,                 5.2964,                0.22525,                0.25312,                0.94777,             0.00038799,             0.00038799,             0.00038799
                    158,                0.38019,                 4.4426,                0.36587,                0.29122,                 1.0021,                0.99859,                      1,                  0.995,                0.94136,                0.42455,                  0.425,                0.24873,                0.07319,                 0.3534,                 5.1588,                0.21804,                0.25078,                0.94991,             0.00037974,             0.00037974,             0.00037974
                    159,                0.39701,                 4.4191,                0.37244,                0.30272,                 1.0057,                0.99862,                      1,                  0.995,                0.94571,                0.44938,                   0.45,                0.27225,                0.07782,                0.35663,                  5.118,                0.22635,                0.25231,                0.95278,             0.00037149,             0.00037149,             0.00037149
                    160,                0.36176,                 4.7984,                0.39403,                0.26888,                0.97252,                0.99864,                      1,                  0.995,                0.94624,                0.47435,                  0.475,                0.29896,                 0.0818,                0.36032,                 5.0613,                0.22729,                0.25028,                0.95029,             0.00036324,             0.00036324,             0.00036324
                    161,                0.37049,                 4.4344,                0.37514,                0.28365,                 0.9972,                0.99866,                      1,                  0.995,                0.94463,                0.49933,                    0.5,                 0.3068,                0.08295,                0.36215,                 5.0587,                0.22339,                0.25086,                 0.9498,             0.00035499,             0.00035499,             0.00035499
                    162,                0.37824,                 4.5037,                0.37931,                 0.2836,                 1.0137,                0.99867,                      1,                  0.995,                0.94246,                0.47437,                  0.475,                0.31161,                0.09809,                0.36249,                 5.0207,                0.22474,                0.25421,                0.95529,             0.00034674,             0.00034674,             0.00034674
                    163,                0.38577,                 4.6194,                0.38232,                0.28236,                 1.0197,                0.99866,                      1,                  0.995,                0.93764,                0.47436,                  0.475,                0.31659,                0.09838,                0.35145,                  5.042,                  0.229,                0.24923,                0.95842,             0.00033848,             0.00033848,             0.00033848
                    164,                0.37345,                 4.6249,                0.37681,                0.27452,                0.98646,                0.99867,                      1,                  0.995,                0.93632,                0.49934,                    0.5,                0.34023,                0.10454,                0.35932,                 5.0408,                0.22395,                0.25369,                0.96546,             0.00033023,             0.00033023,             0.00033023
                    165,                0.35885,                 4.4794,                0.36787,                0.26917,                0.98435,                0.99867,                      1,                  0.995,                 0.9485,                 0.5243,                  0.525,                0.36468,                0.10051,                0.36277,                 5.0269,                0.20395,                0.26314,                0.96128,             0.00032198,             0.00032198,             0.00032198
                    166,                0.36128,                 4.6945,                0.38065,                0.28071,                0.99339,                0.99869,                      1,                  0.995,                0.93518,                0.49935,                    0.5,                 0.3325,                0.10001,                0.36855,                 5.0503,                0.19165,                0.26617,                0.95605,             0.00031373,             0.00031373,             0.00031373
                    167,                0.35594,                 4.4457,                0.39141,                0.27705,                 0.9727,                0.99867,                      1,                  0.995,                0.93234,                0.54927,                   0.55,                0.38136,                0.10421,                 0.3648,                 5.0402,                0.19226,                0.25976,                0.94544,             0.00030548,             0.00030548,             0.00030548
                    168,                 0.3744,                 4.2865,                0.36715,                0.27835,                 1.0138,                0.99866,                      1,                  0.995,                0.93316,                0.54926,                   0.55,                0.37308,                0.10351,                0.36134,                 4.9428,                0.20068,                0.26911,                 0.9388,             0.00029723,             0.00029723,             0.00029723
                    169,                0.34633,                 4.3967,                 0.3717,                0.26365,                0.97442,                0.99865,                      1,                  0.995,                0.92504,                0.49932,                    0.5,                0.31833,                0.09871,                0.37479,                 4.9163,                0.20597,                0.26074,                0.94736,             0.00028897,             0.00028897,             0.00028897
                    170,                0.36214,                 4.3285,                0.35965,                0.27029,                 0.9772,                0.99864,                      1,                  0.995,                0.92054,                0.49932,                    0.5,                0.31933,                0.10581,                0.38026,                 4.9085,                0.21816,                0.25979,                0.95178,             0.00028072,             0.00028072,             0.00028072
                    171,                0.35963,                 4.4433,                0.37983,                0.26633,                0.97641,                0.99865,                      1,                  0.995,                0.92445,                0.52429,                  0.525,                0.34124,                0.10744,                 0.3545,                 4.8669,                  0.223,                0.23581,                0.93128,             0.00027247,             0.00027247,             0.00027247
                    172,                0.38603,                 4.5371,                0.38047,                0.27588,                0.99844,                0.99864,                      1,                  0.995,                0.92138,                0.52427,                  0.525,                0.35144,                 0.1034,                0.35466,                 4.8483,                0.22643,                0.23105,                0.93249,             0.00026422,             0.00026422,             0.00026422
                    173,                0.36233,                 4.4405,                0.36017,                0.27575,                 0.9904,                0.99864,                      1,                  0.995,                 0.9175,                0.52427,                  0.525,                0.33571,                 0.0948,                0.36166,                 4.8903,                 0.2222,                0.24012,                0.93626,             0.00025597,             0.00025597,             0.00025597
                    174,                0.35957,                 4.2811,                0.37009,                0.27301,                 1.0025,                0.99862,                      1,                  0.995,                0.93544,                0.52428,                  0.525,                0.34039,                0.10025,                0.37145,                 4.9468,                0.21478,                0.23468,                0.94855,             0.00024772,             0.00024772,             0.00024772
                    175,                0.35082,                  4.484,                0.37025,                0.26024,                0.99035,                0.99866,                      1,                  0.995,                0.93084,                 0.5243,                  0.525,                0.34394,                0.11215,                0.36649,                 4.8748,                0.20615,                0.23338,                0.95002,             0.00023946,             0.00023946,             0.00023946
                    176,                 0.3631,                 4.5837,                0.36963,                0.26658,                0.97654,                0.99869,                      1,                  0.995,                0.93773,                0.54928,                   0.55,                0.38111,                 0.1181,                0.36376,                 4.8169,                0.20697,                0.23096,                0.94859,             0.00023121,             0.00023121,             0.00023121
                    177,                0.36278,                 4.5125,                0.35957,                0.27574,                0.99221,                0.99869,                      1,                  0.995,                 0.9473,                0.57425,                  0.575,                0.40262,                 0.1201,                0.35927,                 4.7993,                0.20858,                 0.2299,                0.94443,             0.00022296,             0.00022296,             0.00022296
                    178,                0.35922,                 4.2719,                0.37278,                0.28071,                0.99723,                 0.9987,                      1,                  0.995,                0.94712,                0.57425,                  0.575,                0.41948,                0.12551,                0.35776,                  4.799,                0.20681,                0.23408,                0.94221,             0.00021471,             0.00021471,             0.00021471
                    179,                0.36933,                 4.2303,                0.36067,                0.27725,                0.99302,                 0.9987,                      1,                  0.995,                0.94596,                0.57425,                  0.575,                0.42283,                0.12979,                0.35627,                 4.7874,                 0.2073,                0.23497,                0.94078,             0.00020646,             0.00020646,             0.00020646
                    180,                0.35703,                  3.979,                0.37207,                0.26795,                 0.9895,                0.99868,                      1,                  0.995,                0.94815,                0.54927,                   0.55,                0.39345,                0.13028,                0.35545,                 4.7983,                0.20557,                0.23764,                0.93739,             0.00019821,             0.00019821,             0.00019821
                    181,                0.33752,                 4.1896,                0.37192,                0.27265,                0.99094,                0.99866,                      1,                  0.995,                0.93798,                0.54926,                   0.55,                0.39345,                0.13138,                0.35371,                 4.8089,                 0.2095,                0.24018,                0.93544,             0.00018995,             0.00018995,             0.00018995
                    182,                0.32463,                 4.2599,                0.39678,                0.25243,                0.97676,                0.99867,                      1,                  0.995,                0.95332,                0.54927,                   0.55,                0.40647,                0.14046,                0.34831,                 4.8178,                0.21393,                0.24303,                0.93308,              0.0001817,              0.0001817,              0.0001817
                    183,                0.32634,                    4.3,                0.35784,                0.24837,                0.97208,                0.99867,                      1,                  0.995,                0.95249,                0.54927,                   0.55,                0.40302,                0.14337,                0.34586,                 4.7904,                0.20963,                0.24471,                0.93588,             0.00017345,             0.00017345,             0.00017345
                    184,                 0.3466,                 3.8658,                0.37516,                0.26087,                0.99358,                0.99868,                      1,                  0.995,                0.95645,                0.52431,                  0.525,                0.37602,                0.13359,                 0.3445,                 4.7818,                0.19911,                0.24846,                0.93719,              0.0001652,              0.0001652,              0.0001652
                    185,                0.35579,                 4.2642,                0.35299,                0.27057,                0.98563,                0.99868,                      1,                  0.995,                0.94833,                0.52431,                  0.525,                0.37602,                0.12963,                0.34599,                 4.7865,                0.19721,                0.24999,                0.93727,             0.00015695,             0.00015695,             0.00015695
                    186,                0.32915,                 3.9923,                0.38309,                0.25476,                0.98261,                0.99867,                      1,                  0.995,                0.95035,                0.49934,                    0.5,                0.33857,                0.11716,                0.34171,                 4.8018,                 0.2057,                0.25015,                0.93418,              0.0001487,              0.0001487,              0.0001487
                    187,                0.34706,                 4.1685,                0.37919,                0.26648,                0.98335,                0.99869,                      1,                  0.995,                0.95591,                 0.5243,                  0.525,                 0.3741,                0.12072,                0.33993,                 4.8057,                0.21243,                0.24175,                0.93019,             0.00014044,             0.00014044,             0.00014044
                    188,                0.32023,                 3.8763,                0.36826,                0.25426,                0.97187,                0.99866,                      1,                  0.995,                0.94563,                 0.5243,                  0.525,                0.36972,                0.12408,                0.34482,                 4.7767,                0.21819,                0.24722,                0.93034,             0.00013219,             0.00013219,             0.00013219
                    189,                0.35778,                 3.9907,                0.36719,                0.26559,                0.99768,                0.99868,                      1,                  0.995,                0.94405,                0.54926,                   0.55,                0.39706,                 0.1314,                0.34626,                 4.7444,                0.21488,                0.24801,                0.93024,             0.00012394,             0.00012394,             0.00012394
                    190,                0.31899,                 4.0556,                0.36764,                0.24972,                0.96651,                0.99868,                      1,                  0.995,                0.94504,                0.54926,                   0.55,                0.40095,                0.13344,                0.34735,                 4.7217,                0.20738,                0.24224,                0.92904,             0.00011569,             0.00011569,             0.00011569
                    191,                 0.2521,                 3.4263,                 0.2134,                0.22891,                0.94119,                0.99864,                      1,                  0.995,                0.95101,                0.54925,                   0.55,                0.39175,                0.12514,                0.34353,                 4.7061,                0.20105,                0.24504,                 0.9267,             0.00010744,             0.00010744,             0.00010744
                    192,                0.23005,                 3.3916,                0.21419,                0.21166,                0.90826,                0.99861,                      1,                  0.995,                 0.9355,                0.54924,                   0.55,                0.36633,                0.11806,                0.34845,                 4.6856,                0.19607,                0.24802,                0.93159,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    193,                0.22088,                 3.3776,                0.20538,                0.19352,                0.90222,                0.99861,                      1,                  0.995,                 0.9349,                0.54924,                   0.55,                0.36483,                0.12198,                0.34961,                 4.6863,                0.19103,                0.24714,                0.93319,             9.0935e-05,             9.0935e-05,             9.0935e-05
                    194,                0.22895,                 3.3575,                0.19863,                0.19881,                0.89408,                0.99858,                      1,                  0.995,                0.94534,                0.57419,                  0.575,                0.40444,                0.13077,                0.34674,                 4.6701,                0.18369,                0.24104,                0.92882,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    195,                0.21967,                 3.4005,                0.18719,                0.19207,                0.89769,                0.99859,                      1,                  0.995,                0.94442,                0.59915,                    0.6,                0.42944,                 0.1368,                0.34544,                 4.6479,                0.17801,                0.24084,                0.92368,             7.4432e-05,             7.4432e-05,             7.4432e-05
                    196,                0.22301,                 3.3754,                0.19607,                0.19779,                0.91081,                0.99857,                      1,                  0.995,                0.94383,                0.54926,                   0.55,                0.37733,                0.12007,                 0.3433,                 4.6549,                0.17366,                0.24798,                0.92322,              6.618e-05,              6.618e-05,              6.618e-05
                    197,                0.22129,                 3.2602,                 0.1726,                0.19084,                0.86799,                0.99859,                      1,                  0.995,                0.94358,                0.52433,                  0.525,                0.35319,                 0.1097,                0.34341,                 4.6672,                0.17007,                0.24861,                0.92519,             5.7928e-05,             5.7928e-05,             5.7928e-05
                    198,                0.21274,                  3.286,                0.16821,                 0.1747,                0.88851,                0.99861,                      1,                  0.995,                0.94721,                0.52433,                  0.525,                0.34373,                0.11069,                0.34248,                  4.667,                 0.1654,                0.25045,                0.92654,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    199,                0.21634,                 3.3246,                0.18644,                0.18863,                0.88964,                0.99861,                      1,                  0.995,                0.94931,                0.52433,                  0.525,                0.33191,                0.11438,                0.34121,                 4.6689,                0.16219,                0.24552,                0.92619,             4.1425e-05,             4.1425e-05,             4.1425e-05
                    200,                0.22383,                 3.3013,                0.19232,                0.18934,                0.89816,                0.99861,                      1,                  0.995,                0.94971,                 0.5243,                  0.525,                0.31857,                0.10954,                0.33831,                 4.6755,                0.16119,                0.24276,                0.92183,             3.3173e-05,             3.3173e-05,             3.3173e-05
